stem,model_requested,model_resolved,status,refusal,error,input_tokens,output_tokens,est_cost_usd,timestamp,issuer_name_as_stated,extraction_reasoning,source_currency_unit,criminal_cases_against_count,regulatory_actions_against_count,tax_proceedings_against_count,total_litigation_against_amount_cr,contingent_liabilities_total_cr,going_concern_status,auditor_report_status,top5_customer_revenue_pct,top10_customer_revenue_pct
RailTel_Corp_of_India_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,33161,546,0.0364,2026-07-20T17:53:09.647467+00:00,RailTel Corporation of India Limited,"The litigation table is expressly headed “Litigation involving our Company” and contains Against-company matters only; it reports 2 criminal cases with ₹15.70 million, no regulatory/statutory actions, and 14 tax proceedings with ₹322.30 million. No “By ...” rows, subsidiary rows, promoter/director personal matters, or separate aggregate total are disclosed, so the quantified against-company amount is summed as civil ₹58.28 million + criminal ₹15.70 million + tax ₹322.30 million = ₹396.28 million, or ₹39.628 crore; criminal, regulatory and tax counts remain separate. The contingent-liabilities table states a consolidated/Company total of ₹1,515.80 million as of September 30, 2020, and that stated Total is used without re-summing: ₹1,515.80 million = ₹151.58 crore. The disclosed customer concentration is only for three customers, not a top-five or top-ten company-wide percentage; it is stated as a percentage of total revenue from operations for Fiscal 2018, 2019, Fiscal 2020 and the six months ended September 30, 2020, so no qualifying top-5/top-10 value is extracted. The source currency unit is ₹ million, converted to crore by dividing by 10.",million,2,0,14,39.628,151.58,not_mentioned,caro_or_emphasis_of_matter_only,,
Rail_Vikas_Nigam_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,18296,806,0.0231,2026-07-20T17:53:15.563157+00:00,Rail Vikas Nigam Limited,"The litigation tables distinguish matters against the Company, matters by the Company, and matters by/against Group Companies. I counted only the against rows: criminal complaints are Nil for the Company and Group Companies (0); tax proceedings are 5 against the Company plus 12 involving Group Companies (17); no separate statutory/regulatory enforcement category is disclosed, and all civil proceedings are excluded from the requested counts but included in the quantified company/group aggregate. The quantified amount against the Company and Group Companies is ₹2,112.36 million tax proceedings against the Company + ₹41,809.61 million civil proceedings against the Company + ₹5,413.30 million tax proceedings involving Group Companies = ₹49,335.27 million, or ₹4,933.527 crore; the Company’s ₹777.23 million civil proceedings by it are excluded. Contingent liabilities are stated on a consolidated basis as at September 30, 2018; because no Total row is provided, the two disclosed items are summed: ₹37,740.56 million + ₹1.53 million = ₹37,742.09 million, or ₹3,774.209 crore. The 96.11% figure concerns MoR’s share of the order book, not company-wide customer revenue concentration, so top-five and top-ten customer revenue percentages are not disclosed. The source tables use ₹ million; all monetary amounts were converted to crore by dividing by 10.",million,0,,17,4933.527,3774.209,not_mentioned,caro_or_emphasis_of_matter_only,,
Rainbow_Children_s_Medicare_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,34776,895,0.0401,2026-07-20T17:53:28.211161+00:00,Rainbow Children's Medicare Limited,"The litigation table separates matters filed by and against each entity: I excluded all “By the Company,” “By Directors,” “By Promoters,” and “By Subsidiaries” rows, and counted the “Against” rows only. Criminal proceedings against were 3 against the Company, 1 against Directors, and 1 against Promoters, totaling 5; statutory/regulatory proceedings against were Nil, totaling 0; tax proceedings against the Company were 13 and against Subsidiaries were Nil, totaling 13. For the aggregate amount against the Company and Subsidiaries, I used the quantified “Against the Company” amount of ₹253.87 million and excluded promoter/director amounts; this converts to ₹25.387 crore. The contingent-liabilities table is dated December 31, 2021 and has no stated Total row, so its three disclosed items were summed: ₹32.21 million + ₹18.55 million + ₹100.35 million = ₹151.11 million, or ₹15.111 crore; the source unit for both tables is ₹ millions. No company-wide top-five or top-ten customer revenue concentration percentage, statutory auditor opinion status, or going-concern uncertainty is disclosed in this risk section; the segment-level supplier concentration percentages were not used.",million,5,0,13,25.387,15.111,not_mentioned,not_mentioned,,
Rajputana_Stainless_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,53466,673,0.0575,2026-07-20T17:53:33.480295+00:00,Rajputana Stainless Limited,"The litigation table reports criminal proceedings against the Company, Directors, Promoters, and KMPs/SMPs as Nil, while criminal proceedings by the Company are 1 and are excluded; statutory/regulatory actions against all listed entities are Nil, and no by-row is counted. Tax proceedings against the Company are 18 with ₹4,454.98 lakhs; the tax matters against a Director and KMP/SMP are personal matters and excluded, as are all by matters. The quantified aggregate against the Company and its subsidiaries is therefore ₹8,381.79 lakhs of material civil litigation against the Company plus ₹4,454.98 lakhs of tax proceedings against the Company, totalling ₹12,836.77 lakhs, or ₹128.3677 crore; the stated contingent-liabilities Total is ₹12,082.46 lakhs as of September 30, 2025, or ₹120.8246 crore, used without re-summing. The company-wide top-customer concentration for the most recent full fiscal year, Fiscal 2025, is 29.91% for the top five and 41.69% for the top ten, each measured against revenue from operations. Litigation and contingent-liability tables use ₹ lakhs, converted to crore by dividing by 100 (1 crore = 100 lakhs).",lakh,0,0,18,128.3677,120.8246,not_mentioned,not_mentioned,29.91,41.69
Rashi_Peripherals_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,53717,671,0.0577,2026-07-20T17:53:38.973899+00:00,Rashi Peripherals Limited,"The litigation table separates matters By and Against: I excluded the By Company row (95 criminal cases, 3 civil matters and ₹505.62 million) and counted the Against rows across listed entities. Against counts are criminal: 1 against the Company plus 1 against Subsidiaries = 2; statutory/regulatory: 6 against the Company and none against Directors or Promoters = 6; tax: 85 against the Company and nil against Subsidiaries = 85. The quantified aggregate amount against the Company is ₹4,121.89 million, including ₹4,087.28 million for 85 tax matters; the Subsidiary amount is not quantifiable, so the group total is ₹4,121.89 million, converted from million to ₹412.189 crore by dividing by 10. Contingent liabilities use the stated Total of ₹5,927.64 million as of September 30, 2023, converted to ₹592.764 crore; no company-wide top-five or top-ten customer concentration percentage is disclosed, while the disclosed percentages concern top global technology brands and are not customers.",million,2,6,85,412.189,592.764,not_mentioned,caro_or_emphasis_of_matter_only,,
Rategain_Travel_Technologies_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,37361,691,0.0415,2026-07-20T17:53:45.020124+00:00,RateGain,"The litigation table shows separate “By” and “Against” rows: all “By the Company,” “By our Directors,” “By our Promoters,” and “By our Subsidiaries” rows were excluded. Criminal proceedings against all listed entities are Nil; statutory/regulatory proceedings against the Directors and Promoters are 1 each, while tax proceedings against the Company are 2 and those against subsidiaries are Nil; promoter/director tax matters were excluded from the company-and-subsidiary tax count, and the quantified group amount uses the explicit “Against the Company” amount of ₹683.77 million, with subsidiaries Nil, for ₹68.377 crore. The contingent-liabilities figure is the stated Total of ₹683.77 million as of March 31, 2021, converted to ₹68.377 crore; no going-concern or statutory-auditor opinion status is stated. Company-wide concentration disclosed for the top ten major customer groups is 37.01% of revenue from operations in Fiscal 2021, the latest full fiscal year; the segment-only concentration figures were not used. The source tables use ₹ million, converted to crore by dividing by 10 (₹10 million = ₹1 crore).",million,0,2,2,68.377,68.377,not_mentioned,not_mentioned,,37.01
Ratnaveer_Precision_Engineering_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,41550,557,0.0449,2026-07-20T17:53:49.580944+00:00,Ratnaveer Precision Engineering Limited,"The litigation table separates matters filed by versus against each entity: I counted only the Against Company, Against the Directors and Against the Promoter rows, excluding all By rows. Criminal proceedings against the company, directors and promoter are each nil, so the criminal count is 0; statutory/regulatory proceedings against them are 18 + 6 + 6 = 30, while tax proceedings counted for the company only are 21, excluding the promoter/director personal tax matters. The quantified amount against the company is ₹197.97 million; no subsidiary amount is disclosed, so the group aggregate is ₹197.97 million, converted to ₹19.797 crore. The contingent-liabilities table states a Total of ₹162.96 million as of March 31, 2023, which is ₹16.296 crore; this stated total is used rather than summing line items. The customer concentration figures are company-wide top-customer percentages of revenue from operations for the full fiscal year FY2023: top 5 equals 40.67% (sum of the five disclosed customer percentages) and top 10 is the stated total of 49.62%. The source monetary unit is million, and conversion to crore is by dividing by 10 (₹10 million = ₹1 crore).",million,0,30,21,19.797,16.296,not_mentioned,not_mentioned,40.67,49.62
Regaal_Resources_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,42048,693,0.0462,2026-07-20T17:53:55.700787+00:00,Regaal Resources,"The litigation table separates matters filed by and against each entity: I excluded all “By our Company,” “By our Promoter,” “By our Directors,” and “By our KMPs/members of Senior Management” rows, and counted only the against rows. Criminal proceedings against comprise 0 for the Company, 1 for the Promoter, 1 for Directors and 0 for KMPs/Senior Management; statutory/regulatory proceedings against are nil, while tax proceedings against the Company are 1; the table lists no subsidiaries. The quantified amount against the Company is ₹23.29 million for tax proceedings, with no quantified against amount for Promoters, Directors or KMPs, giving ₹23.29 million = ₹2.329 crore; the source unit is million. Contingent liabilities use the stated Total row of ₹23.29 million as at March 31, 2025, converted to ₹2.329 crore, rather than summing line items. The customer concentration percentages are company-wide but are stated as a percentage of Contract Price, not revenue from operations or total income, so the top-five and top-ten fields are not reported under the required denominator; the statutory auditor’s report explicitly says the opinion is not modified and contains an emphasis of matter only.",million,2,0,1,2.329,2.329,not_mentioned,caro_or_emphasis_of_matter_only,,
Rishabh_Instruments_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,63700,584,0.0672,2026-07-20T17:54:00.663327+00:00,Rishabh Instruments Limited,"The litigation table separates matters by direction and category: all “By Company,” “By Directors,” “By Promoter,” and “By Subsidiaries” rows are excluded; the “Against” rows counted are criminal: Nil across company, directors, promoter and subsidiaries; statutory/regulatory actions: 2 against the Company, 1 against Directors, 1 against the Promoter and 1 against Subsidiaries; and tax proceedings: Nil against the Company and Subsidiaries. The quantified litigation amount against the Company is ₹71.93 million, while the amount against Subsidiaries is not quantifiable; therefore the aggregate quantified amount against the consolidated group is ₹71.93 million, or ₹7.193 crore, excluding promoter/director matters and all “By” matters. Contingent liabilities use the explicitly stated Total of ₹71.88 million as at March 31, 2023, converted to ₹7.188 crore rather than re-summing the line items. The company-wide top-10 customer concentration is 31.92% of revenue from operations for the full fiscal year ended March 31, 2023; no company-wide top-5 percentage is disclosed. The litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10.",million,0,5,0,7.193,7.188,not_mentioned,not_mentioned,,31.92
Rolex_Rings_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,27314,558,0.0307,2026-07-20T17:54:05.309982+00:00,Not disclosed,"The litigation table reports criminal proceedings against the Company as Nil and statutory/regulatory actions against it as Nil; the separate tax table reports 6 direct-tax and 5 indirect-tax proceedings against the Company, totaling 11. The “Litigation filed by our Company” rows are excluded, as are the criminal, regulatory and tax matters involving Directors and Promoters for the requested company/subsidiary aggregate; the quantified amount counted is the Company tax total of ₹148.91 million, with no subsidiary litigation disclosed. Contingent liabilities use the stated aggregate figure of ₹140.39 million as of March 31, 2021, rather than summing the listed items. The company-wide top-10 customer concentration is 72.62% for Fiscal 2021, measured against revenue from operations; no company-wide top-5 percentage is disclosed. The litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10: ₹148.91 million = ₹14.891 crore and ₹140.39 million = ₹14.039 crore.",million,0,0,11,14.891,14.039,no_uncertainty_stated,not_mentioned,,72.62
Rossari_Biotech_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,29504,899,0.0349,2026-07-20T17:54:13.160551+00:00,Rossari Biotech Limited,"The litigation table separates matters filed by and against each entity. For criminal proceedings, all Against rows are Nil, while the Company has one By matter; therefore I counted zero criminal proceedings against. For statutory/regulatory proceedings, all Against and By rows are Nil, so I counted zero regulatory actions against. For tax proceedings, the Company has one Against matter and the subsidiary has Nil, while the Company has one By tax matter; therefore I counted one tax proceeding against and excluded the By matter. For the aggregate amount against the Company and subsidiary, I summed the quantified Against amounts of ₹27.44 million for the Company and ₹20.00 million for the subsidiary, excluding the Company’s ₹1.07 million By amount, resulting in ₹47.44 million; the table’s ₹28.51 million Total includes By matters and therefore was not used for the directional aggregate. The contingent-liabilities figure is not disclosed in this risk section. Customer concentration is company-wide for Fiscal 2020 and is measured as a percentage of revenue from operations: top five customers 43.95% and top ten customers 53.72%. Litigation amounts are sourced in ₹ million and converted to crore by dividing by 10: ₹47.44 million ÷ 10 = ₹4.744 crore.",million,0,0,1,4.744,,not_mentioned,not_mentioned,43.95,53.72
Route_Mobile_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,31943,630,0.0357,2026-07-20T17:54:18.439440+00:00,Route Mobile Limited,"The litigation table separates proceedings against the Company, by the Company, against/by Directors, against/by Promoters, and against/by Subsidiaries. I counted only against rows: criminal matters are Nil against the Company and Directors/Promoters and 2 against Subsidiaries; no statutory/regulatory enforcement row has a non-zero count, and the SEBI matter described separately resulted in no adverse remark against the Company; tax proceedings are 11 against the Company plus 12 against Subsidiaries, excluding all by rows. The quantified aggregate against the Company and Subsidiaries is the sum of tax amounts of ₹202.08 million and ₹257.95 million, or ₹460.03 million = ₹46.003 crore; criminal and other litigation amounts are unquantified/Nil. The contingent-liabilities figure is the stated consolidated Total of ₹593.83 million as of June 30, 2020, converted to ₹59.383 crore without re-summing. The only company-wide customer concentration disclosed for the most recent full fiscal year is the ten-largest-clients figure of 52.50% of revenue from operations in Fiscal 2020; no company-wide top-five percentage is stated. Litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10.",million,2,0,23,46.003,59.383,not_mentioned,caro_or_emphasis_of_matter_only,,52.5
Rubicon_Research_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,61538,846,0.0666,2026-07-20T17:54:25.268785+00:00,Rubicon Research Limited,"The litigation table separates matters filed by and against the relevant parties: I counted only the “Against” rows. Criminal proceedings against the group total 1, from the Against Key Managerial Personnel and Senior Management row; statutory/regulatory proceedings against the company, directors, promoters and subsidiaries are Nil, while tax proceedings against the company and subsidiaries total 16 + 1 = 17, excluding the director’s personal tax matter and all “By” rows. The quantified aggregate amount against the company and subsidiaries is ₹516.71 million for the company plus ₹25.26 million for the subsidiary, or ₹541.97 million = ₹54.197 crore; promoter/director and KMP matters were excluded. The contingent-liabilities table is as of June 30, 2025, but expressly states that no total has been included, so no total was extracted rather than summing its components. The concentration disclosures are company-wide but use revenue from sale of goods rather than revenue from operations or total income: top-five customers were 71.22% in Fiscal 2025, so the schema’s top-five field is left null; no company-wide top-ten customer figure is disclosed. Litigation and contingent-liability tables use ₹ million; conversion to crore is by dividing by 10.",million,1,0,17,54.197,,not_mentioned,not_mentioned,,
SAMHI_Hotels_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,48017,717,0.0523,2026-07-20T17:54:30.928475+00:00,SAMHI Hotels Limited,"The litigation table separates matters by direction and category: against the Company are 0 criminal, 4 tax and 1 statutory/regulatory proceedings; against Subsidiaries are 2 criminal, 43 tax and 6 statutory/regulatory proceedings. I counted only these against rows, excluding the Company’s 1 material civil matter filed by the Company and the Subsidiaries’ 1 criminal and 1 material civil matters filed by them; accordingly, against-group quantified amounts are ₹5.56 million for the Company plus ₹911.48 million for Subsidiaries, totaling ₹917.04 million, or ₹91.704 crore. The contingent-liabilities table is dated March 31, 2023 and has no stated Total row, so the disclosed line items of ₹113.52 million, ₹90.72 million, ₹26.50 million and ₹45.00 million were summed to ₹275.74 million, or ₹27.574 crore. The only customer-related concentration percentage is not disclosed; the percentages shown are hotel/operator, hotel, city and acquired-hotel concentrations, not company-wide top-five or top-ten customer revenue, and the stated revenue denominators are revenue from operations or Total Income for FY2023. Monetary tables use ₹ million, converted to crore by dividing by 10 (1 crore = ₹10 million).",million,2,7,47,91.704,27.574,issuer_material_uncertainty,caro_or_emphasis_of_matter_only,,
SBFC_Finance_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,42024,537,0.0452,2026-07-20T17:54:35.641552+00:00,SBFC Finance Limited,"The litigation table separates matters by direction and category: I counted only the “Against the Company” row, which has 8 criminal proceedings, Nil tax proceedings, N.A. statutory/regulatory proceedings, and Nil civil litigation; the “By the Company” row and all “By” rows were excluded, while directors, promoters and the subsidiary have Nil against them. The aggregate quantified amount against the company and subsidiary is ₹33.10 million in the Against the Company row, converted to ₹3.31 crore; the ₹22.93 million recovered matter is included in the stated amount but remains pending, and no separate aggregate total against the group is stated. Contingent liabilities are taken from the stated total disclosed as “Claims against the Company not acknowledged as debts” of ₹6.36 million as of March 31, 2023, converted to ₹0.636 crore, without re-summing. No company-wide top-five or top-ten customer revenue concentration percentage is disclosed; the percentages in the section relate to AUM, loans, disbursements, related-party transactions or other measures, not company-wide customer revenue. The litigation and contingent-liability tables use ₹ million, converted to crore by dividing by 10.",million,8,0,0,3.31,0.636,not_mentioned,caro_or_emphasis_of_matter_only,,
SBI_Cards___Payment_Services_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,30760,737,0.0352,2026-07-20T17:54:42.294724+00:00,SBI Cards and Payment Services Limited,"The litigation table separates matters filed by and against each entity: I counted only the Against rows, with criminal proceedings of 0 against the Company, 2 against the Directors and 1 against the Promoter; statutory/regulatory proceedings of 1 against the Company, 1 against the Directors and 1 against the Promoter; and tax proceedings of 15 against the Company. I excluded all By rows, including the Company's 33,378 criminal matters and the Promoter's 82 criminal matters, and excluded the Promoter's personal tax figure of “Over 486” from the company/group tax count. The quantified amount against the Company is ₹4,786.11 million, with no pending material litigation involving Group Companies; this converts to ₹478.611 crore (₹4,786.11 million ÷ 10), and no separate aggregate total is stated. No contingent-liabilities figure or balance-sheet date, going-concern statement, auditor-report status, or company-wide top-customer concentration percentage is disclosed in the provided risk section; the revenue percentages shown relate to revenue from operations but are not top-customer concentration figures. The source monetary unit is million, converted to crore at 1 crore = ₹10 million.",million,3,3,15,478.611,,not_mentioned,not_mentioned,,
SEDEMAC_Mechatronics_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,58402,668,0.0624,2026-07-20T17:54:47.619423+00:00,Sedemac Mechatronics Private Limited,"The litigation table separates matters by direction and category: against the Company shows criminal Nil, tax proceedings 4, statutory/regulatory proceedings NA and material civil litigation Nil; against Directors, Promoters, KMP and SMP shows no criminal or statutory/regulatory proceedings, and all 'By' rows were excluded. Accordingly, criminal proceedings against count is 0, regulatory actions against count is 0, tax proceedings against count is 4, and the quantified aggregate against the Company is ₹34.55 million, comprising the Company's against-litigation amount only; this converts to ₹3.455 crore, with no subsidiary amount disclosed. Contingent liabilities use the stated Total of ₹28.26 million as at December 31, 2025, rather than summing line items, converting to ₹2.826 crore. The company-wide top-10 customer concentration is 98.19% of revenue from operations for the most recent full fiscal year, Fiscal 2025; no company-wide top-five percentage is disclosed, while the source monetary tables use ₹ million, converted to crore by dividing by 10.",million,0,0,4,3.455,2.826,not_mentioned,caro_or_emphasis_of_matter_only,,98.19
SRM_Contractors_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,41885,625,0.0456,2026-07-20T17:54:52.745125+00:00,SRM Contractors Limited,"The litigation table separates proceedings by direction and category: against the company are 3 criminal cases, 0 statutory/regulatory actions, 9 direct and indirect tax proceedings, and 10 material civil cases of ₹1,675.89 lakhs; all “by” rows were excluded, as were promoter/director and joint-venture matters from the company-and-subsidiaries aggregate. Criminal proceedings against all listed entities total 3, regulatory actions against all listed entities are Nil (0), and tax proceedings against the company and subsidiaries total 9. The quantified aggregate against the company and subsidiaries is therefore ₹1,725.37 lakhs, comprising ₹1,675.89 lakhs of civil litigation against the company plus ₹49.48 lakhs of tax proceedings against the company; converted from lakhs to crore by dividing by 100, this is ₹17.2537 crore. The contingent-liabilities table uses ₹ lakhs and shows ₹6,594.91 lakhs of bank guarantees as of December 31, 2023, converted to ₹65.9491 crore; no separate stated total row is shown, so this disclosed contingent-liabilities amount is used. The company-wide customer concentration percentages use revenue from operations for the latest full fiscal year, FY 2022-23: top five customers 71.66% and top ten customers 92.00%.",lakh,3,0,9,17.2537,65.9491,not_mentioned,not_mentioned,71.66,92.0
S_J_S_Enterprises_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,37783,591,0.0413,2026-07-20T17:54:57.492588+00:00,S.J.S. Enterprises Limited,"The litigation table separates matters against and by each entity: I counted only the against rows—material civil litigation and tax matters against the Company, tax matters against the Subsidiary, material civil litigation against Promoters, and material civil litigation against Directors—and excluded all by rows. Criminal and statutory/regulatory enforcement categories are not separately disclosed; tax proceedings against the Company and Subsidiary total 6 + 12 = 18. The quantified aggregate against the Company and Subsidiary is ₹12.33 million + ₹20.75 million + ₹0.95 million = ₹34.03 million, excluding promoter/director matters and all by matters, equal to ₹3.403 crore. Contingent liabilities are disclosed as at June 30, 2021 in a stated ₹million table without a Total row; therefore the listed amounts were summed: ₹0.10 million + ₹8.28 million + ₹20.40 million = ₹28.78 million, or ₹2.878 crore. The company-wide customer concentration figures use revenue from operations for Fiscal 2021, with top five customers at 62.66% and top ten customers at 87.33%; the source unit is ₹million, converted to crore at 1 crore = ₹10 million.",million,,,18,3.403,2.878,not_mentioned,caro_or_emphasis_of_matter_only,62.66,87.33
Saatvik_Green_Energy_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,40998,1033,0.0472,2026-07-20T17:55:05.652513+00:00,Saatvik Green Energy Limited,"The litigation table separates matters filed by entities from matters against them: I excluded all “By our Company,” “By our Directors,” “By our Promoters,” “By our Key Managerial Personnel and members of Senior Management,” “By our Subsidiaries,” and “By our Group Companies” rows. I counted 2 criminal proceedings against directors; statutory/regulatory proceedings against the company, directors, promoters, KMP/SMP and subsidiaries are all NIL or N.A., yielding 0; tax proceedings against the company are 10 and against subsidiaries are 3, while the 10 proceedings shown with the company row are treated as company proceedings rather than directors’ personal matters. For quantified litigation against the company and subsidiaries, I used the disclosed aggregate amounts of ₹185.08 million for the company and ₹81.90 million for subsidiaries, totaling ₹266.98 million, or ₹26.698 crore; promoter/director amounts and all “By” matters were excluded. The contingent-liabilities figure is the stated consolidated Total of ₹6,268.06 million as of March 31, 2025, converted to ₹626.806 crore rather than re-summed. Company-wide customer concentration is reported for Fiscal 2025 using revenue from operations: top five customers contributed 44.43% and top 10 contributed 57.77%; the source tables use ₹ million, converted to crore by dividing by 10.",million,2,0,13,26.698,626.806,not_mentioned,caro_or_emphasis_of_matter_only,44.43,57.77
Sagility_India_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,39322,679,0.0434,2026-07-20T17:55:11.172782+00:00,Sagility India Limited,"The litigation table separates matters by direction and category: I counted only the “Against” rows, excluding all “By” rows. Criminal proceedings against the company, subsidiaries, promoter, directors and group company are all Nil, giving 0; statutory/regulatory proceedings against subsidiaries and directors are 1 each, giving 2; tax proceedings against the company and subsidiaries are 2 and 10, respectively, giving 12. The quantified aggregate amount against the company and subsidiaries is ₹3.01 million plus ₹9,852.77 million, or ₹9,855.78 million; the latter includes the quantified subsidiary claim and is converted to ₹985.578 crore using 1 crore = ₹10 million. No contingent-liabilities table or stated contingent-liabilities Total is disclosed in this risk section, so no date or amount is available. Company-wide customer concentration for the full Financial Year 2024 is stated as a percentage of revenue from operations: top five client groups 79.16% and top ten client groups 91.41%; the source monetary tables use ₹ millions.",million,0,2,12,985.578,,not_mentioned,caro_or_emphasis_of_matter_only,79.16,91.41
Sah_Polymers_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,47382,673,0.0514,2026-07-20T17:55:17.078071+00:00,Sah Polymers Limited,"The litigation table separates matters filed by and against each entity. I counted only the “Against” rows: criminal proceedings are Nil for the Company, Directors, Promoters, Group Company and Subsidiary; statutory/regulatory proceedings are Nil throughout; and tax proceedings against the Company and Subsidiary are Nil, while the tax matters shown against Directors and Promoters are excluded from the company/subsidiary tax count. The aggregate amount against the Company and Subsidiary is explicitly Nil in the table, so the quantified aggregate is ₹0 million, converted to ₹0.0 crore; the separately disclosed receivable and costs are proceedings by the Company and are excluded. The contingent-liabilities table is as at June 30, 2022 and uses Rs. in lakhs, but it provides no stated Total row for contingent liabilities, so no total is extracted rather than summing line items. The litigation table uses Rs. in million and the contingent-liabilities table uses Rs. in lakhs, therefore the source unit is mixed; any applicable conversion would be million ÷ 10 or lakh ÷ 100 for crore.",mixed,0,0,0,0.0,,not_mentioned,not_mentioned,,65.83
Sai_Life_Sciences_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,56334,585,0.0598,2026-07-20T17:55:22.120961+00:00,Sai Life Sciences Limited,"The litigation table separates matters filed by versus against each party. I counted only the “Against” rows: criminal proceedings are 0 against the Company, 1 against Directors and 1 against Promoters, totaling 2; statutory/regulatory proceedings are 1 against the Company and none against subsidiaries, totaling 1; tax proceedings against the Company and its Subsidiaries are 41 against the Company and nil against Subsidiaries, totaling 41. For the aggregate amount against the Company and Subsidiaries, I used the quantified “Against our Company” amount of ₹2,387.24 million and excluded Director/Promoter matters; this converts to ₹238.724 crore (₹2,387.24 million ÷ 10). The contingent-liabilities table is dated September 30, 2024 and has no stated Total row, so the two disclosed items were summed: ₹259.91 million + ₹36.37 million = ₹296.28 million, or ₹29.628 crore. The concentration figures are company-wide top-five and top-ten customer percentages of revenue from operations for the full Financial Year 2024: 31.17% and 46.26%, respectively. The source monetary tables use ₹ millions; all crore fields were converted using 1 crore = ₹10 million.",million,2,1,41,238.724,29.628,not_mentioned,not_mentioned,31.17,46.26
Sai_Parenteral_s_Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,55423,668,0.0594,2026-07-20T17:55:27.760707+00:00,Sai Parenterals Limited,"The litigation summary separates matters filed by (“By”) from matters against the entities: I counted only the “Against” rows. In the table, criminal proceedings against the company, directors, promoters, KMPs, SMPs and subsidiaries are all Nil (0); statutory/regulatory proceedings against the company (5), promoters (1) and subsidiaries (10) total 16, while tax proceedings against the company (4) and subsidiaries (Nil) total 4; the “By” rows were excluded, and the detailed product-quality proceedings were not added to the summary-table counts. The quantified aggregate amount against the company and subsidiaries is 20.78 million plus 33.55 million = 54.33 million, excluding all “By” amounts, which converts to ₹5.433 crore; the source tables use ₹ million. The contingent-liabilities figure is the explicitly stated consolidated Total of ₹19.02 million as of September 30, 2025, converted to ₹1.902 crore rather than re-summing it. The customer concentration figures are disclosed only by business segment (Branded Generic Formulations and CDMO), not company-wide; therefore top-five and top-ten company-wide revenue percentages are not reported, although the segment tables use fiscal-year revenue from operations as their denominator.",million,0,16,4,5.433,1.902,not_mentioned,caro_or_emphasis_of_matter_only,,
Sai_Silks__Kalamandir__Ltd_,gpt-5.6-luna,gpt-5.6-luna,ok,,,10087,374,0.0123,2026-07-20T17:55:31.042411+00:00,not disclosed,"No litigation summary table is provided, so there are no against-vs-by rows to count; criminal, statutory/regulatory, and tax proceedings are therefore all not disclosed. The risk section mentions a contingent liability as of March 31, 2009 arising from an income-tax notice, but provides no amount or stated Total, so no contingent-liabilities figure can be extracted. No company-wide customer concentration percentage is disclosed; the section gives no fiscal period or denominator based on revenue from operations or total income. The only explicit monetary table uses Rs. million, so the source unit is million; no litigation or contingent-liability amount is available for conversion to crore (1 million = 0.1 crore).",million,,,,,,not_mentioned,not_mentioned,,
